event_id,published_at,source,asset,event_type,direction_hypothesis,time_horizon,return_1h_pct,return_4h_pct,return_24h_pct,benchmark,abnormal_return_4h_pct,flow_direction,smart_money_direction,technical_direction,hypothesis_alignment,attribution_level,causality_status,confidence,title,url,conclusion
news-002-HOOD,2026-07-28T09:49:13+00:00,TechFlow 深潮,HOOD,rwa,positive,1d_to_4w,-0.178,,,SPY,,unavailable,unavailable,negative,opposed,L1,temporal_association,0.44,5 美元买下全球资产配置权：币安九年，让「金融」触手可及,https://www.techflowpost.com/article/detail_32859.html,HOOD 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-003-ETH,2026-07-28T08:44:24+00:00,TechFlow 深潮,ETH,rwa,positive,1d_to_4w,-0.4277,-0.4824,,BTC,-0.6658,unavailable,unavailable,unavailable,opposed,L2,event_study_supported_association,0.55,代币化股票规模三个月增幅达 56%，加密如何破解流动性碎片化困局？,https://www.techflowpost.com/article/detail_32856.html,ETH 在事件后 4 小时收益 -0.48%，相对基准异常收益 -0.67%；多信号关系为 opposed，归因等级 L2，不等同于因果证明。
news-003-HOOD,2026-07-28T08:44:24+00:00,TechFlow 深潮,HOOD,rwa,positive,1d_to_4w,-0.812,-1.0503,,SPY,,unavailable,unavailable,negative,opposed,L1,temporal_association,0.44,代币化股票规模三个月增幅达 56%，加密如何破解流动性碎片化困局？,https://www.techflowpost.com/article/detail_32856.html,HOOD 在事件后 4 小时收益 -1.05%，缺少可用基准，未计算异常收益；多信号关系为 opposed，归因等级 L1，不等同于因果证明。
news-003-TSLA,2026-07-28T08:44:24+00:00,TechFlow 深潮,TSLA,rwa,positive,1d_to_4w,,,,,,unavailable,unavailable,unavailable,inconclusive,L0,event_context_only,0.2,代币化股票规模三个月增幅达 56%，加密如何破解流动性碎片化困局？,https://www.techflowpost.com/article/detail_32856.html,TSLA 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-004-BTC,2026-07-28T10:47:13+00:00,TechFlow 深潮,BTC,rwa,positive,1d_to_4w,-0.037,,,,,unavailable,unavailable,unavailable,inconclusive,L1,temporal_association,0.4,Jito 用 JTX 抢夺用户流量，为何仍被市场低估？,https://www.techflowpost.com/article/detail_32863.html,BTC 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-004-ETH,2026-07-28T10:47:13+00:00,TechFlow 深潮,ETH,rwa,positive,1d_to_4w,-0.1123,,,BTC,,unavailable,unavailable,unavailable,inconclusive,L1,temporal_association,0.4,Jito 用 JTX 抢夺用户流量，为何仍被市场低估？,https://www.techflowpost.com/article/detail_32863.html,ETH 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-004-SOL,2026-07-28T10:47:13+00:00,TechFlow 深潮,SOL,rwa,positive,1d_to_4w,,,,,,unavailable,unavailable,unavailable,inconclusive,L0,event_context_only,0.2,Jito 用 JTX 抢夺用户流量，为何仍被市场低估？,https://www.techflowpost.com/article/detail_32863.html,SOL 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-004-RIOT,2026-07-28T10:47:13+00:00,TechFlow 深潮,RIOT,rwa,positive,1d_to_4w,-1.3707,,,SPY,,unavailable,unavailable,negative,opposed,L1,temporal_association,0.44,Jito 用 JTX 抢夺用户流量，为何仍被市场低估？,https://www.techflowpost.com/article/detail_32863.html,RIOT 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-005-BTC,2026-07-28T10:41:33+00:00,TechFlow 深潮,BTC,stablecoin,negative,intraday_to_1w,-0.037,,,,,unavailable,unavailable,unavailable,inconclusive,L1,temporal_association,0.4,TechFlow 情报局：月之暗面 Kimi K3 正式开源并发布技术报告，韩国芯片股暴跌触发熔断,https://www.techflowpost.com/article/detail_32862.html,BTC 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-006-BTC,2026-07-28T10:35:06+00:00,TechFlow 深潮,BTC,rwa,negative,1d_to_4w,-0.037,,,,,unavailable,unavailable,unavailable,inconclusive,L1,temporal_association,0.4,加密乌托邦已然破灭？行业在狂热消散后迎来拐点,https://www.techflowpost.com/article/detail_32861.html,BTC 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-007-BTC,2026-07-28T11:05:33+00:00,TechFlow 深潮,BTC,stablecoin,unclear,intraday_to_1w,-0.0126,,,,,unavailable,unavailable,unavailable,inconclusive,L1,temporal_association,0.4,Hyperscale Data 比特币储备增至 1106 枚,https://www.techflowpost.com/newsletter/detail_129818.html,BTC 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-008-BTC,2026-07-28T10:27:17+00:00,TechFlow 深潮,BTC,stablecoin,negative,intraday_to_1w,-0.037,,,,,unavailable,unavailable,unavailable,inconclusive,L1,temporal_association,0.4,肯尼亚将稳定币发行实缴资本门槛下调 40%至 232 万美元,https://www.techflowpost.com/newsletter/detail_129814.html,BTC 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-009-BNB,2026-07-28T09:23:54+00:00,TechFlow 深潮,BNB,stablecoin,unclear,intraday_to_1w,,,,,,unavailable,unavailable,unavailable,inconclusive,L0,event_context_only,0.2,Cumberland 向交易所转入约 665 万美元资产,https://www.techflowpost.com/newsletter/detail_129804.html,BNB 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-010-BTC,2026-07-28T09:04:35+00:00,TechFlow 深潮,BTC,stablecoin,unclear,intraday_to_1w,0.1254,0.0757,,,,unavailable,unavailable,unavailable,inconclusive,L1,temporal_association,0.4,阿根廷两大银行系集团推进比索稳定币项目，面向机构市场,https://www.techflowpost.com/newsletter/detail_129801.html,BTC 在事件后 4 小时收益 +0.08%，缺少可用基准，未计算异常收益；多信号关系为 inconclusive，归因等级 L1，不等同于因果证明。
news-011-BTC,2026-07-28T11:57:58+00:00,Decrypt,BTC,exchange,unclear,intraday_to_3d,-0.0126,,,,,unavailable,unavailable,unavailable,inconclusive,L1,temporal_association,0.4,"Morning Minute: Strategy Chooses Cash, STRC Over BTC",https://decrypt.co/374535/morning-minute-strategy-chooses-cash-strc-over-btc,BTC 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-011-COIN,2026-07-28T11:57:58+00:00,Decrypt,COIN,exchange,unclear,intraday_to_3d,,,,,,unavailable,unavailable,unavailable,inconclusive,L0,event_context_only,0.2,"Morning Minute: Strategy Chooses Cash, STRC Over BTC",https://decrypt.co/374535/morning-minute-strategy-chooses-cash-strc-over-btc,COIN 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-012-BNB,2026-07-28T09:40:41+00:00,TechFlow 深潮,BNB,regulation,negative,1d_to_4w,,,,,,unavailable,unavailable,unavailable,inconclusive,L0,event_context_only,0.2,IOSG｜从热存储到冷记忆：AI 时代存储热潮下的去中心化存储,https://www.techflowpost.com/article/detail_32858.html,BNB 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-012-NVDA,2026-07-28T09:40:41+00:00,TechFlow 深潮,NVDA,regulation,negative,1d_to_4w,0.0647,,,SPY,,unavailable,unavailable,negative,inconclusive,L1,temporal_association,0.4,IOSG｜从热存储到冷记忆：AI 时代存储热潮下的去中心化存储,https://www.techflowpost.com/article/detail_32858.html,NVDA 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-015-BTC,2026-07-28T11:47:11+00:00,TechFlow 深潮,BTC,exchange,positive,intraday_to_3d,-0.0126,,,,,unavailable,unavailable,unavailable,inconclusive,L1,temporal_association,0.4,分析师：比特币长期持有者向交易所转入规模升至高位,https://www.techflowpost.com/newsletter/detail_129827.html,BTC 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-016-ETH,2026-07-28T09:35:46+00:00,TechFlow 深潮,ETH,exchange,unclear,intraday_to_3d,0.1252,,,BTC,,unavailable,unavailable,unavailable,inconclusive,L1,temporal_association,0.4,某新建钱包自 Bybit 提取 1 万枚 ETH，价值约 1881 万美元,https://www.techflowpost.com/newsletter/detail_129808.html,ETH 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-017-BTC,2026-07-28T07:40:40+00:00,Cointelegraph,BTC,regulation,negative,1d_to_4w,-0.1227,-0.0882,,,,unavailable,unavailable,unavailable,inconclusive,L1,temporal_association,0.4,Apple faces lawsuit over alleged $1.8M Bitcoin wallet app losses,https://cointelegraph.com/news/apple-lawsuit-alleged-1-8-million-loss-fake-bitcoin-wallet?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,BTC 在事件后 4 小时收益 -0.09%，缺少可用基准，未计算异常收益；多信号关系为 inconclusive，归因等级 L1，不等同于因果证明。
news-018-BNB,2026-07-28T06:00:54+00:00,Cointelegraph,BNB,exchange,positive,intraday_to_3d,,,,,,unavailable,unavailable,unavailable,inconclusive,L0,event_context_only,0.2,Binance co-founder CZ backs crypto license passporting across ASEAN,https://cointelegraph.com/news/binance-co-founder-cz-backs-crypto-license-passporting-across-asean?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,BNB 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-019-BNB,2026-07-28T01:23:07+00:00,Cointelegraph,BNB,exchange,unclear,intraday_to_3d,,,,,,unavailable,unavailable,unavailable,inconclusive,L0,event_context_only,0.2,"Binance phishes its own staff monthly, India censors BitChat code: Asia Express",https://cointelegraph.com/magazine/india-bans-bitchat-binance-phishs-its-own-staff-asia-express?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,BNB 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-020-BTC,2026-07-27T18:51:58+00:00,Cointelegraph,BTC,regulation,unclear,1d_to_4w,0.1634,-1.6739,,,,unavailable,unavailable,unavailable,inconclusive,L1,temporal_association,0.4,Here’s what happened in crypto today,https://cointelegraph.com/news/what-happened-in-crypto-today?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,BTC 在事件后 4 小时收益 -1.67%，缺少可用基准，未计算异常收益；多信号关系为 inconclusive，归因等级 L1，不等同于因果证明。
news-021-ETH,2026-07-28T11:33:41+00:00,TechFlow 深潮,ETH,market_news,unclear,intraday_to_3d,-0.0677,,,BTC,,unavailable,unavailable,unavailable,inconclusive,L1,temporal_association,0.4,1inch 推出共享流动性协议 Aqua，支持钱包内资产跨多头寸复用,https://www.techflowpost.com/newsletter/detail_129825.html,ETH 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-021-BNB,2026-07-28T11:33:41+00:00,TechFlow 深潮,BNB,market_news,unclear,intraday_to_3d,,,,,,unavailable,unavailable,unavailable,inconclusive,L0,event_context_only,0.2,1inch 推出共享流动性协议 Aqua，支持钱包内资产跨多头寸复用,https://www.techflowpost.com/newsletter/detail_129825.html,BNB 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-022-ETH,2026-07-28T09:24:59+00:00,TechFlow 深潮,ETH,market_news,negative,intraday_to_3d,0.1252,-0.0549,,BTC,-0.3017,unavailable,unavailable,unavailable,inconclusive,L1,temporal_association,0.4,Across Protocol 攻击者返还 331.8 枚 ETH 至项目多签地址,https://www.techflowpost.com/newsletter/detail_129805.html,ETH 在事件后 4 小时收益 -0.05%，相对基准异常收益 -0.30%；多信号关系为 inconclusive，归因等级 L1，不等同于因果证明。
news-022-SOL,2026-07-28T09:24:59+00:00,TechFlow 深潮,SOL,market_news,negative,intraday_to_3d,,,,,,unavailable,unavailable,unavailable,inconclusive,L0,event_context_only,0.2,Across Protocol 攻击者返还 331.8 枚 ETH 至项目多签地址,https://www.techflowpost.com/newsletter/detail_129805.html,SOL 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-023-BTC,2026-07-27T19:22:59+00:00,Cointelegraph,BTC,market_news,unclear,intraday_to_3d,-0.0359,-1.8899,,,,unavailable,unavailable,unavailable,inconclusive,L1,temporal_association,0.4,Bitmine keeps buying Ether as ETH outperforms Bitcoin,https://cointelegraph.com/news/bitmine-keeps-buying-ether-as-eth-outperforms-bitcoin?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,BTC 在事件后 4 小时收益 -1.89%，缺少可用基准，未计算异常收益；多信号关系为 inconclusive，归因等级 L1，不等同于因果证明。
news-023-ETH,2026-07-27T19:22:59+00:00,Cointelegraph,ETH,market_news,unclear,intraday_to_3d,-0.0739,-2.863,,BTC,-0.2965,unavailable,unavailable,unavailable,inconclusive,L1,temporal_association,0.4,Bitmine keeps buying Ether as ETH outperforms Bitcoin,https://cointelegraph.com/news/bitmine-keeps-buying-ether-as-eth-outperforms-bitcoin?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,ETH 在事件后 4 小时收益 -2.86%，相对基准异常收益 -0.30%；多信号关系为 inconclusive，归因等级 L1，不等同于因果证明。
news-038-SOL,2026-07-28T10:23:37+00:00,TechFlow 深潮,SOL,market_news,unclear,intraday_to_3d,,,,,,unavailable,unavailable,unavailable,inconclusive,L0,event_context_only,0.2,Solana 主网区块计算上限将提升 66%,https://www.techflowpost.com/newsletter/detail_129813.html,SOL 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-039-HOOD,2026-07-28T09:55:09+00:00,TechFlow 深潮,HOOD,market_news,unclear,intraday_to_3d,-0.178,,,SPY,,unavailable,unavailable,negative,inconclusive,L1,temporal_association,0.44,Robinhood Chain 在 Uniswap 上的交易量突破 100 亿美元,https://www.techflowpost.com/newsletter/detail_129810.html,HOOD 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-040-ETH,2026-07-28T09:14:45+00:00,Cointelegraph,ETH,market_news,positive,intraday_to_3d,0.1252,-0.0549,,BTC,-0.3017,unavailable,unavailable,unavailable,inconclusive,L1,temporal_association,0.4,Lido upgrade aims to slash Ethereum’s validator count by one-third,https://cointelegraph.com/news/lido-upgrade-ethereum-validator-count-one-third-slash?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,ETH 在事件后 4 小时收益 -0.05%，相对基准异常收益 -0.30%；多信号关系为 inconclusive，归因等级 L1，不等同于因果证明。
news-041-SOL,2026-07-27T19:01:04+00:00,Decrypt,SOL,market_news,unclear,intraday_to_3d,,,,,,unavailable,unavailable,unavailable,inconclusive,L0,event_context_only,0.2,Microsoft Says MDASH Beats Claude Mythos and GPT-5.6 Sol in Cybersecurity Test,https://decrypt.co/374441/microsoft-mdash-beats-claude-mythos-gpt-5-6-sol-cybersecurity,SOL 缺少与事件时点对齐的价格窗口，当前只保留事件背景。
news-042-NVDA,2026-07-27T17:58:46+00:00,Decrypt,NVDA,market_news,positive,intraday_to_3d,0.3212,0.1113,,SPY,,unavailable,unavailable,negative,inconclusive,L1,temporal_association,0.4,"Nvidia, Microsoft and IBM Launch Open Secure AI Alliance to Strengthen AI Cybersecurity",https://decrypt.co/374401/nvidia-microsoft-ibm-open-secure-ai-alliance-cybersecurity,NVDA 在事件后 4 小时收益 +0.11%，缺少可用基准，未计算异常收益；多信号关系为 inconclusive，归因等级 L1，不等同于因果证明。
